actual_origin_rate,actual_plan_rate,band,bp,day_string,item_sku_id,supp_brevity_cd,supp_name,vlt,z_value
1.0,1.0,A,35.100866563,2016-10-12 00:00:00,2338274,gdhxsj,广东海兴塑胶有限公司,14,85.4237103311
1.0,1.0,A,8.73245927884,2016-10-17 00:00:00,2338274,gdhxsj,广东海兴塑胶有限公司,9,100.0
1.0,1.0,A,3.97944875665,2016-10-18 00:00:00,2338274,gdhxsj,广东海兴塑胶有限公司,16,100.0
1.0,1.0,B,7.13950112736,2016-07-26 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,12,0.727472732243
1.0,1.0,B,9.69123920935,2016-08-02 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,11,9.06998558893
1.0,1.0,B,7.27858795394,2016-08-08 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,12,13.0238687224
1.0,1.0,B,5.26673462453,2016-08-15 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,13,13.9772589203
1.0,1.0,B,25.5858343825,2016-08-22 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,12,24.2944598125
1.0,1.0,B,100.0,2016-09-20 00:00:00,2338276,gdhxsj,广东海兴塑胶有限公司,17,-2.0003603613
0.0,0.0,E,4.27464600588,2016-07-05 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,8,4.13361445128
1.0,1.0,E,20.1698751709,2016-07-19 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,9,-1.3893860444
1.0,1.0,E,21.169621593,2016-08-02 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,8,2.3915688699
0.58620689655172409,0.58620689655172409,E,55.369928401,2016-08-12 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,6,3.20382052441
1.0,1.0,E,15.0167687251,2016-08-29 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,9,1.60239107333
1.0,1.0,E,8.16555666131,2016-09-13 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,8,6.66347007678
1.0,1.0,E,6.25142077745,2016-09-20 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,11,6.13241262176
1.0,1.0,E,1.62697825765,2016-09-27 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,10,2.44643999588
1.0,1.0,E,60.3526318058,2016-10-12 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,28,0.766109313801
1.0,1.0,E,25.3210345451,2016-10-18 00:00:00,2338303,zjsykshox,浙江省永康市欧橡工贸有限公司,28,7.1795559797
1.0,1.0,E,19.8232427521,2016-08-02 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,6,3.36027305602
1.0,1.0,E,49.4017753763,2016-08-23 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,4,-0.358284169125
1.0,1.0,E,43.1685732787,2016-09-20 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,3,3.1636520115
1.0,1.0,E,6.78587181488,2016-10-08 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,8,3.47970158963
0.96969696969696972,1.0,E,56.9388405182,2016-10-12 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,13,4.86761875774
1.0,1.0,E,32.5309043591,2016-10-18 00:00:00,2338880,bjcwgsm,北京承文阁贸易有限公司,6,38.8477930593
0.0,,Z,100.0,2016-07-13 00:00:00,2338977,gdhxsj,广东海兴塑胶有限公司,12,100.0
0.0,0.0,Z,100.0,2016-09-05 00:00:00,2338977,gdhxsj,广东海兴塑胶有限公司,15,0.0
1.0,1.0,Z,100.0,2016-09-12 00:00:00,2338977,gdhxsj,广东海兴塑胶有限公司,19,100.0
1.0,1.0,Z,16.0495428312,2016-10-08 00:00:00,2338977,gdhxsj,广东海兴塑胶有限公司,11,-10.0
1.0,1.0,Z,5.48527546368,2016-10-18 00:00:00,2338977,gdhxsj,广东海兴塑胶有限公司,16,100.0
1.0,1.0,E,20.2344037421,2016-08-02 00:00:00,2339005,gdhxsj,广东海兴塑胶有限公司,11,-0.532739784206
1.0,1.0,E,56.0897435897,2016-08-31 00:00:00,2339005,gdhxsj,广东海兴塑胶有限公司,14,-2.99726534057
1.0,1.0,E,38.9820125856,2016-10-12 00:00:00,2339005,gdhxsj,广东海兴塑胶有限公司,14,5.75760366477
1.0,1.0,E,27.9241858355,2016-10-18 00:00:00,2339005,gdhxsj,广东海兴塑胶有限公司,16,20.6414097866
1.0,1.0,L,54.3293718166,2016-08-31 00:00:00,2339649,bjcwgsm,北京承文阁贸易有限公司,4,-1.3427480916
1.0,1.0,L,18.0362980498,2016-10-08 00:00:00,2339649,bjcwgsm,北京承文阁贸易有限公司,8,4.44897766723
1.0,1.0,L,37.0106761566,2016-10-12 00:00:00,2339649,bjcwgsm,北京承文阁贸易有限公司,13,4.98844780065
0.0,,L,25.0941028858,2016-10-18 00:00:00,2339649,bjcwgsm,北京承文阁贸易有限公司,6,16.7613718991
1.0,1.0,L,34.1620800911,2016-07-26 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,9,-3.01965317919
1.0,1.0,L,15.5068811785,2016-07-28 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,8,4.79921800496
1.0,1.0,L,32.1199143469,2016-09-05 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,10,5.01457194004
1.0,1.0,L,6.72371638142,2016-09-27 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,11,0.889779818858
1.0,1.0,L,38.7168141593,2016-10-08 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,8,3.18671082899
0.75,0.75,L,19.7817414526,2016-10-12 00:00:00,2350454,jmsorz,江门市欧润哲家居用品有限公司,15,5.19413940609
1.0,1.0,E,20.3588982928,2016-08-31 00:00:00,2350456,gdhxsj,广东海兴塑胶有限公司,14,-1.31982963719
1.0,1.0,E,17.6840913914,2016-09-05 00:00:00,2350456,gdhxsj,广东海兴塑胶有限公司,15,0.645878356131
1.0,1.0,E,10.7350091248,2016-09-12 00:00:00,2350456,gdhxsj,广东海兴塑胶有限公司,19,0.502176626828
1.0,1.0,E,31.756743346,2016-10-18 00:00:00,2350456,gdhxsj,广东海兴塑胶有限公司,16,9.63443972726
1.0,1.0,Z,21.2426978226,2016-09-13 00:00:00,2350458,zjsykshox,浙江省永康市欧橡工贸有限公司,8,27.155771763
1.0,1.0,Z,42.2892585283,2016-10-08 00:00:00,2350458,zjsykshox,浙江省永康市欧橡工贸有限公司,20,18.2246895051
1.0,1.0,Z,56.5428109855,2016-10-12 00:00:00,2350458,zjsykshox,浙江省永康市欧橡工贸有限公司,28,21.9800581601
1.0,1.0,Z,44.173327724,2016-10-18 00:00:00,2350458,zjsykshox,浙江省永康市欧橡工贸有限公司,28,37.7609593751
1.0,1.0,D,32.5247323486,2016-07-05 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,8,8.86328058849
1.0,1.0,D,29.2048320722,2016-07-13 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,11,3.44149063357
1.0,1.0,D,11.8634014067,2016-07-19 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,7,4.28969206895
1.0,1.0,D,31.5408707927,2016-08-02 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,11,-1.62532128992
1.0,1.0,D,7.96918581485,2016-08-22 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,8,-2.71598577552
1.0,1.0,D,27.6128675963,2016-08-29 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,10,3.65023563722
1.0,1.0,D,7.51850709439,2016-09-05 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,13,3.03240776441
1.0,1.0,D,18.8857412653,2016-09-19 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,10,-0.774544698039
1.0,1.0,D,20.5222422015,2016-10-08 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,28,-3.95161277556
1.0,1.0,D,11.1271837098,2016-10-11 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,20,1.14465777214
1.0,1.0,D,15.059504601,2016-10-17 00:00:00,2350462,haonairiyongpin,广州好耐日用品有限公司,28,0.672544701198
1.0,1.0,Z,100.0,2016-09-05 00:00:00,2350470,jmsorz,江门市欧润哲家居用品有限公司,10,0.0
1.0,1.0,Z,100.0,2016-09-12 00:00:00,2350470,jmsorz,江门市欧润哲家居用品有限公司,10,100.0
1.0,1.0,Z,19.0657769304,2016-10-08 00:00:00,2350470,jmsorz,江门市欧润哲家居用品有限公司,8,18.3565169175
1.0,1.0,D,24.711406079,2016-07-19 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,7,0.12689137859
1.0,1.0,D,19.7254735744,2016-08-02 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,11,0.479442187747
1.0,1.0,D,20.9332751853,2016-08-09 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,12,1.84492844417
1.0,1.0,D,12.7016385114,2016-08-29 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,10,1.88405301177
1.0,1.0,D,31.2859684001,2016-09-05 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,13,1.96502615628
1.0,1.0,D,6.57276995305,2016-10-08 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,28,-1.6430755342
1.0,1.0,D,11.0184743086,2016-10-11 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,20,2.87271538459
1.0,1.0,D,11.0832145846,2016-10-17 00:00:00,2351253,haonairiyongpin,广州好耐日用品有限公司,28,0.689133907245
1.0,1.0,E,5.78724635584,2016-07-05 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,8,5.17846682082
1.0,1.0,E,24.6156250611,2016-07-19 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,9,-2.71763642166
1.0,1.0,E,16.1870503597,2016-08-29 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,9,1.61089831611
1.0,1.0,E,21.3146576333,2016-09-13 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,8,0.302975124839
1.0,1.0,E,18.8640417067,2016-09-20 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,11,4.53112771608
1.0,1.0,E,68.3343502135,2016-10-12 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,28,1.21534203692
0.25,0.25,E,35.5138408853,2016-10-18 00:00:00,2351257,zjsykshox,浙江省永康市欧橡工贸有限公司,28,8.24820939482
1.0,1.0,E,31.9081046586,2016-08-29 00:00:00,2351263,haonairiyongpin,广州好耐日用品有限公司,10,-3.17523103653
1.0,1.0,E,32.3624595469,2016-09-05 00:00:00,2351263,haonairiyongpin,广州好耐日用品有限公司,13,5.6746704249
1.0,1.0,E,100.0,2016-09-12 00:00:00,2351263,haonairiyongpin,广州好耐日用品有限公司,8,24.0343641656
1.0,1.0,E,27.9329608939,2016-09-26 00:00:00,2351263,haonairiyongpin,广州好耐日用品有限公司,11,20.6197202016
1.0,1.0,E,47.7603085138,2016-10-08 00:00:00,2351263,haonairiyongpin,广州好耐日用品有限公司,28,-4.57890135607
1.0,1.0,L,12.4746608452,2016-08-08 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,8,-1.76558495302
1.0,1.0,L,15.7714886533,2016-08-15 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,9,4.06286708723
1.0,1.0,L,41.067761807,2016-08-29 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,12,-2.27614500086
1.0,1.0,L,48.3896983709,2016-09-05 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,10,5.02165626735
1.0,1.0,L,31.5485058277,2016-10-08 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,8,-1.84324668846
0.91666666666666663,0.91666666666666663,L,32.2113061685,2016-10-12 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,15,7.77384669993
0.53333333333333333,1.0,L,43.1778929188,2016-10-18 00:00:00,2354034,jmsorz,江门市欧润哲家居用品有限公司,12,17.2019461565
1.0,1.0,C,16.6923472008,2016-07-05 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,8,14.8267579632
1.0,1.0,C,15.2136675081,2016-07-26 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,9,8.47216231176
1.0,1.0,C,17.9343851409,2016-08-02 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,8,11.2330115099
1.0,1.0,C,8.22249559165,2016-08-08 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,8,16.7876292341
1.0,1.0,C,9.83689631017,2016-08-12 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,6,29.0880486021
1.0,1.0,C,21.3369689312,2016-08-22 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,10,18.9724422997
1.0,1.0,C,12.7092559128,2016-09-13 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,8,29.1125391306
1.0,1.0,C,1.22311577625,2016-09-20 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,11,23.9986450291
1.0,1.0,C,4.09825886093,2016-09-27 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,10,14.0583081216
1.0,1.0,C,18.4794336444,2016-09-29 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,11,17.540922514
0.70673076923076927,1.0,C,50.7486824861,2016-10-12 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,28,4.73023755178
1.0,1.0,C,24.5147916953,2016-10-18 00:00:00,2354847,zjsykshox,浙江省永康市欧橡工贸有限公司,28,20.3228312651
0.0,0.0,,100.0,2016-10-08 00:00:00,2374106,ishdkj,嘉禾益美（北京）科技有限公司,15,0.0
1.0,1.0,,100.0,2016-10-20 00:00:00,2374106,ishdkj,嘉禾益美（北京）科技有限公司,10,100.0
1.0,1.0,Z,100.0,2016-07-13 00:00:00,2379378,ishdkj,嘉禾益美（北京）科技有限公司,12,0.0
0.0,0.0,Z,26.0055478502,2016-09-12 00:00:00,2379378,ishdkj,嘉禾益美（北京）科技有限公司,15,4.3268446015
1.0,1.0,E,27.4423710209,2016-09-06 00:00:00,2392344,bjjktc,北京家酷天成商贸有限公司,14,2.29325311507
0.75,1.0,E,39.5923784671,2016-09-12 00:00:00,2392344,bjjktc,北京家酷天成商贸有限公司,11,0.354530101456
0.9375,0.9375,E,51.1929792486,2016-10-08 00:00:00,2392344,bjjktc,北京家酷天成商贸有限公司,28,-5.02725922169
0.0,0.0,E,5.66076574722,2016-10-13 00:00:00,2392344,bjjktc,北京家酷天成商贸有限公司,22,5.15665327576
1.0,1.0,C,9.85095864422,2016-07-05 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,9,1.68826879816
1.0,1.0,C,36.7029069319,2016-07-20 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,7,-3.57422428297
0.99230769230769234,0.99230769230769234,C,100.0,2016-07-28 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,7,16.3902559321
1.0,1.0,C,10.8650662252,2016-09-19 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,14,11.0360217284
1.0,1.0,C,1.82505972923,2016-09-27 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,9,8.40185358476
1.0,1.0,C,27.9333069071,2016-10-08 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,11,18.2048011989
1.0,1.0,C,55.64415334,2016-10-13 00:00:00,2393659,bjjktc,北京家酷天成商贸有限公司,22,25.4748613096
1.0,1.0,Z,22.4376234069,2016-09-13 00:00:00,2399286,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,-1.02712674525
0.0,,Z,25.0053582911,2016-09-21 00:00:00,2399286,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,4.26902101946
0.0,,Z,19.0912562047,2016-09-26 00:00:00,2399286,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,5.12925993955
1.0,1.0,Z,5.65850898288,2016-07-07 00:00:00,2399288,bjbfxwyshm,北京北方鑫旺源商贸有限公司,4,12.8722403925
1.0,1.0,Z,58.862001308,2016-07-27 00:00:00,2399288,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,-1.07489539749
1.0,1.0,L,41.6422669009,2016-07-21 00:00:00,2399290,bjbfxwyshm,北京北方鑫旺源商贸有限公司,8,-1.9212402771
1.0,1.0,L,20.1456240827,2016-08-17 00:00:00,2399290,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,-2.69143061632
1.0,1.0,L,30.4723209751,2016-08-24 00:00:00,2399290,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,6.02205245334
1.0,1.0,L,16.339869281,2016-09-26 00:00:00,2399290,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,4.97217711876
1.0,1.0,E,23.0733733272,2016-07-01 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,5,-0.376482911303
1.0,1.0,E,5.45628154413,2016-07-07 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,4,12.1099542915
1.0,1.0,E,22.1841282646,2016-07-21 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,8,-2.86899040286
1.0,1.0,E,34.6048478829,2016-08-09 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,-2.82274353517
1.0,1.0,E,7.11237553343,2016-08-17 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,9.82974047604
1.0,1.0,E,12.2327074,2016-09-08 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,11,-1.4889238067
1.0,1.0,E,26.0195319954,2016-09-13 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,1.09832140518
0.65000000000000002,1.0,E,14.7391693425,2016-09-21 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,9.55419504977
1.0,1.0,E,7.9955225074,2016-09-26 00:00:00,2399292,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,12.2520998226
1.0,1.0,Z,100.0,2016-08-30 00:00:00,2399298,ishdkj,嘉禾益美（北京）科技有限公司,12,0.0
1.0,1.0,D,9.73015049299,2016-07-01 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,5,6.64245836582
1.0,1.0,D,7.00133025275,2016-07-07 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,4,5.31089314906
1.0,1.0,D,18.808356284,2016-07-21 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,8,-3.7017281805
1.0,1.0,D,3.78839698191,2016-07-27 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,4.79769003044
0.94444444444444442,0.94444444444444442,D,43.1896344877,2016-08-09 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,-2.64994210729
0.0,0.0,D,18.1096929976,2016-08-17 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,18.5357280081
1.0,1.0,D,11.4918067674,2016-08-31 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,1.84802079309
1.0,1.0,D,6.9755791316,2016-09-08 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,11,0.786658277733
1.0,1.0,D,33.4685462602,2016-09-13 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,0.709392958236
0.97499999999999998,0.97499999999999998,D,24.5944117983,2016-09-21 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,16.1823997416
1.0,1.0,D,31.1216233039,2016-09-26 00:00:00,2399300,bjbfxwyshm,北京北方鑫旺源商贸有限公司,10,25.2304104468
1.0,1.0,Z,50.7025930755,2016-08-17 00:00:00,2400557,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7,-2.21356268038
1.0,1.0,Z,50.178412132,2016-08-24 00:00:00,2400557,bjbfxwyshm,北京北方鑫旺源商贸有限公司,9,20.8988067921
1.0,1.0,Z,100.0,2016-08-30 00:00:00,2400559,ishdkj,嘉禾益美（北京）科技有限公司,12,0.0
0.0,,Z,100.0,2016-10-20 00:00:00,2400559,ishdkj,嘉禾益美（北京）科技有限公司,10,63.7944964111
1.0,1.0,Z,58.651026393,2016-08-08 00:00:00,2400755,shjxjt,上海景馨家庭用品有限公司,11,-3.3468055605
1.0,1.0,Z,100.0,2016-08-15 00:00:00,2400755,shjxjt,上海景馨家庭用品有限公司,9,43.2009237875
1.0,1.0,Z,42.0495249961,2016-09-05 00:00:00,2400755,shjxjt,上海景馨家庭用品有限公司,9,6.6580613736
1.0,1.0,Z,100.0,2016-10-08 00:00:00,2400755,shjxjt,上海景馨家庭用品有限公司,5,19.6622046933
1.0,1.0,L,100.0,2016-10-08 00:00:00,2413199,ishdkj,嘉禾益美（北京）科技有限公司,20,-0.701283317453
1.0,1.0,Z,100.0,2016-08-30 00:00:00,2452834,ishdkj,嘉禾益美（北京）科技有限公司,12,0.0
1.0,1.0,Z,99.7506234414,2016-10-08 00:00:00,2452834,ishdkj,嘉禾益美（北京）科技有限公司,15,2.69536573551
1.0,1.0,Z,100.0,2016-07-13 00:00:00,2452968,ishdkj,嘉禾益美（北京）科技有限公司,3,100.0
0.0,0.0,Z,14.6627565982,2016-07-28 00:00:00,2452968,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
1.0,1.0,Z,100.0,2016-10-17 00:00:00,2452968,ishdkj,嘉禾益美（北京）科技有限公司,5,100.0
1.0,1.0,L,43.5318871073,2016-07-13 00:00:00,2453323,ishdkj,嘉禾益美（北京）科技有限公司,12,-1.43609610325
0.0,,L,19.0497124226,2016-08-29 00:00:00,2453323,ishdkj,嘉禾益美（北京）科技有限公司,13,1.26944412872
1.0,1.0,L,49.7729110931,2016-09-05 00:00:00,2453323,ishdkj,嘉禾益美（北京）科技有限公司,16,-1.75962623856
1.0,1.0,Z,100.0,2016-07-13 00:00:00,2453327,ishdkj,嘉禾益美（北京）科技有限公司,12,0.0
1.0,1.0,Z,100.0,2016-07-28 00:00:00,2453327,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
1.0,1.0,Z,22.7725590663,2016-09-05 00:00:00,2453327,ishdkj,嘉禾益美（北京）科技有限公司,16,1.25407346037
0.0,0.0,Z,33.5514175474,2016-09-12 00:00:00,2453327,ishdkj,嘉禾益美（北京）科技有限公司,15,7.35604270921
1.0,1.0,Z,23.8722832844,2016-07-13 00:00:00,2453329,ishdkj,嘉禾益美（北京）科技有限公司,12,8.02896982933
0.33333333333333331,0.33333333333333331,Z,23.0911330049,2016-09-12 00:00:00,2453329,ishdkj,嘉禾益美（北京）科技有限公司,15,10.3276947462
0.0,0.0,Z,5.87938854359,2016-09-20 00:00:00,2453329,ishdkj,嘉禾益美（北京）科技有限公司,7,11.0286096605
1.0,1.0,E,100.0,2016-07-13 00:00:00,2453331,ishdkj,嘉禾益美（北京）科技有限公司,12,7.51310433304
1.0,1.0,E,37.7290444287,2016-09-05 00:00:00,2453331,ishdkj,嘉禾益美（北京）科技有限公司,16,0.99498843485
1.0,1.0,E,3.14861460957,2016-10-17 00:00:00,2453331,ishdkj,嘉禾益美（北京）科技有限公司,5,32.6551463155
1.0,1.0,E,48.6926035935,2016-07-13 00:00:00,2453395,ishdkj,嘉禾益美（北京）科技有限公司,12,8.238237612
1.0,1.0,E,11.6890707189,2016-07-28 00:00:00,2453395,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
1.0,1.0,E,1.86414137648,2016-10-17 00:00:00,2453395,ishdkj,嘉禾益美（北京）科技有限公司,5,35.5144582367
0.0,0.0,L,55.5941626129,2016-08-31 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,4,-1.79832985386
0.0,,L,82.8134489041,2016-09-05 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,6,-1.97638599348
0.0,,L,24.9221183801,2016-09-12 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,5,-1.73067257263
0.0,,L,17.3330251907,2016-09-20 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,3,-1.40383047232
0.0,,L,3.65327133843,2016-09-27 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,3,-0.815682578439
0.0,,L,27.0100805479,2016-10-08 00:00:00,2480496,bjcwgsm,北京承文阁贸易有限公司,8,-2.26660178014
1.0,1.0,L,5.97524541187,2016-07-19 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,7,3.35020576416
1.0,1.0,L,29.2697204742,2016-07-26 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,4,0.73185759927
1.0,1.0,L,23.1481481481,2016-08-31 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,4,3.15280135823
0.0,,L,41.0597321341,2016-09-05 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,6,3.54141720989
0.0,,L,37.6254180602,2016-09-12 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,5,1.10254112718
0.0,,L,34.0522133939,2016-09-20 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,3,-1.33441368902
1.0,1.0,L,27.6613579212,2016-09-27 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,3,-0.805985747375
1.0,1.0,L,31.6090207282,2016-10-12 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,13,-1.55108002242
1.0,1.0,L,10.4760796182,2016-10-18 00:00:00,2480520,bjcwgsm,北京承文阁贸易有限公司,6,10.1699671788
1.0,1.0,L,75.0703784798,2016-08-31 00:00:00,2480733,bjcwgsm,北京承文阁贸易有限公司,4,-2.07152230971
1.0,1.0,L,100.0,2016-10-12 00:00:00,2480733,bjcwgsm,北京承文阁贸易有限公司,13,100.0
1.0,1.0,L,69.6055684455,2016-10-18 00:00:00,2480733,bjcwgsm,北京承文阁贸易有限公司,6,48.0666325921
1.0,1.0,Z,30.1659125189,2016-08-09 00:00:00,2480737,bjcwgsm,北京承文阁贸易有限公司,7,3.23766965542
0.0,,Z,92.0951650038,2016-08-31 00:00:00,2480737,bjcwgsm,北京承文阁贸易有限公司,4,30.4172077922
1.0,1.0,Z,15.4083204931,2016-09-05 00:00:00,2480737,bjcwgsm,北京承文阁贸易有限公司,6,4.05955502437
1.0,1.0,Z,100.0,2016-09-12 00:00:00,2480737,bjcwgsm,北京承文阁贸易有限公司,5,23.7255915174
1.0,1.0,D,31.0796351964,2016-08-23 00:00:00,2491302,zjjcgm,浙江龙士达家居用品有限公司,14,3.49948567105
1.0,1.0,D,24.0923745444,2016-08-29 00:00:00,2491302,zjjcgm,浙江龙士达家居用品有限公司,5,24.5557544509
1.0,1.0,D,0.857257158097,2016-09-20 00:00:00,2491302,zjjcgm,浙江龙士达家居用品有限公司,9,14.0874908141
1.0,1.0,D,15.2311698521,2016-09-29 00:00:00,2491302,zjjcgm,浙江龙士达家居用品有限公司,11,11.2561585638
1.0,1.0,D,27.3133063853,2016-10-18 00:00:00,2491302,zjjcgm,浙江龙士达家居用品有限公司,18,15.1360459828
1.0,1.0,D,20.549704598,2016-09-28 00:00:00,2491341,bjmdd,优品慧科技发展（北京）有限公司,9,15.2797058913
0.375,0.375,D,17.2203487121,2016-10-11 00:00:00,2491341,bjmdd,优品慧科技发展（北京）有限公司,28,4.74863992661
